exp_id	study	model	d_q	d_seq	d_model	num_head	d_ff	implementation	n_learners	codebook_size	sve_bits	executable	gem5_timestamp	stats_file	row_index	row_kind	dump_index	checkpoint	interval	sim_seconds	instructions	ops	cpu_cycles	memory_references	load_instructions	store_instructions	dcache_demand_accesses	dcache_demand_misses	icache_demand_accesses	icache_demand_misses	l2_demand_accesses	l2_demand_misses	committed_branches	branch_mispredictions	ipc	cpi	dcache_demand_miss_rate	icache_demand_miss_rate	l2_demand_miss_rate	branch_misprediction_rate	btb_hit_ratio
E31	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	4	128	transformer_BERT_base_int8_noTiling_4D_CB_4_SVE_128.o	run_20260513_222915	/home/thu/gem5/output/run_20260513_222915/stats_20260513_222915.txt	1	interval_delta	1	after_mha	MHA	16.218973	9594084589	12613046803	64875890072	1879833212	1802810690	77022522	1881602586	459741232	1637974786	580986	346089000	211865516	526961735	5228702							
E31	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	4	128	transformer_BERT_base_int8_noTiling_4D_CB_4_SVE_128.o	run_20260513_222915	/home/thu/gem5/output/run_20260513_222915/stats_20260513_222915.txt	2	interval_delta	2	after_projection	Projection	5.272182	2625470159	3158032914	21088729824	319072100	312232725	6839375	318984981	151496161	404769000	225430	78364429	74539422	129508360	597178							
E31	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	4	128	transformer_BERT_base_int8_noTiling_4D_CB_4_SVE_128.o	run_20260513_222915	/home/thu/gem5/output/run_20260513_222915/stats_20260513_222915.txt	3	interval_delta	3	after_attn_addnorm	non_GEMM_after_projection	0.016997	37623051	39975606	67988720	13775295	9031627	4743668	13695124	143614	10501114	42593	181524	116375	4017613	45365							
E31	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	4	128	transformer_BERT_base_int8_noTiling_4D_CB_4_SVE_128.o	run_20260513_222915	/home/thu/gem5/output/run_20260513_222915/stats_20260513_222915.txt	4	interval_delta	4	after_ff1	FF1	21.241738	10470357298	12597198017	84966950592	1265076074	1242080246	22995828	1269739723	604895006	1607199291	760852	312502120	301439982	512191610	2209036							
E31	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	4	128	transformer_BERT_base_int8_noTiling_4D_CB_4_SVE_128.o	run_20260513_222915	/home/thu/gem5/output/run_20260513_222915/stats_20260513_222915.txt	5	interval_delta	5	after_ff2	FF2	21.234699	10405912547	12530399646	84938798104	1253728162	1240377756	13350406	1253669378	310327906	1582376546	713782	315206307	306519449	504417739	972537							
E31	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	4	128	transformer_BERT_base_int8_noTiling_4D_CB_4_SVE_128.o	run_20260513_222915	/home/thu/gem5/output/run_20260513_222915/stats_20260513_222915.txt	6	interval_delta	6	final_total	non_GEMM_after_ff2	0.032631	58935659	61611292	130522528	19878493	12907495	6970998	19745786	432975	16764691	48103	426253	256729	6339145	54094							
E31	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	4	128	transformer_BERT_base_int8_noTiling_4D_CB_4_SVE_128.o	run_20260513_222915	/home/thu/gem5/output/run_20260513_222915/stats_20260513_222915.txt	7	final_total	6	final_total	total_program	64.017220	33192383303	41000264278	256068879840	4751363336	4619440539	131922797	4757437578	1527036894	5259585428	2371746	1052769633	894737473	1683436202	9106912	0.129623	7.714688	0.320978860776	0.000450937822	0.849889135243	0.005409716144	0.812176
