exp_id	study	model	d_q	d_seq	d_model	num_head	d_ff	implementation	n_learners	codebook_size	sve_bits	executable	gem5_timestamp	stats_file	row_index	row_kind	dump_index	checkpoint	interval	sim_seconds	instructions	ops	cpu_cycles	memory_references	load_instructions	store_instructions	dcache_demand_accesses	dcache_demand_misses	icache_demand_accesses	icache_demand_misses	l2_demand_accesses	l2_demand_misses	committed_branches	branch_mispredictions	ipc	cpi	dcache_demand_miss_rate	icache_demand_miss_rate	l2_demand_miss_rate	branch_misprediction_rate	btb_hit_ratio
E36	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	16	512	transformer_BERT_base_int8_noTiling_4D_CB_16_SVE_512.o	run_20260513_223253	/home/thu/gem5/output/run_20260513_223253/stats_20260513_223253.txt	1	interval_delta	1	after_mha	MHA	14.779732	5671801869	6878582647	59118928340	807850756	748402358	59448398	1339992986	504157614	822797011	514752	345438330	211662353	419875478	9121274							
E36	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	16	512	transformer_BERT_base_int8_noTiling_4D_CB_16_SVE_512.o	run_20260513_223253	/home/thu/gem5/output/run_20260513_223253/stats_20260513_223253.txt	2	interval_delta	2	after_projection	Projection	3.041818	1698996018	1966838989	12167270564	163745937	157770601	5975336	166064273	77101652	219500324	156933	78252357	74548175	124078777	2907916							
E36	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	16	512	transformer_BERT_base_int8_noTiling_4D_CB_16_SVE_512.o	run_20260513_223253	/home/thu/gem5/output/run_20260513_223253/stats_20260513_223253.txt	3	interval_delta	3	after_attn_addnorm	non_GEMM_after_projection	0.019857	39424584	41944944	79430920	14285977	9346779	4939198	14171514	172280	11047945	44402	210439	133687	4358845	46399							
E36	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	16	512	transformer_BERT_base_int8_noTiling_4D_CB_16_SVE_512.o	run_20260513_223253	/home/thu/gem5/output/run_20260513_223253/stats_20260513_223253.txt	4	interval_delta	4	after_ff1	FF1	12.196636	6764588217	7832066262	48786541048	644952293	625091485	19860808	654628966	307228706	866884768	492846	312053490	301323647	490374964	11452626							
E36	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	16	512	transformer_BERT_base_int8_noTiling_4D_CB_16_SVE_512.o	run_20260513_223253	/home/thu/gem5/output/run_20260513_223253/stats_20260513_223253.txt	5	interval_delta	5	after_ff2	FF2	20.447089	6708429728	7775906912	81788356100	636374427	624454978	11919449	1250173397	466024943	850610799	640738	319873843	311288193	484286810	10391011							
E36	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	16	512	transformer_BERT_base_int8_noTiling_4D_CB_16_SVE_512.o	run_20260513_223253	/home/thu/gem5/output/run_20260513_223253/stats_20260513_223253.txt	6	interval_delta	6	final_total	non_GEMM_after_ff2	0.033423	60436119	63277226	133692888	20312382	13221046	7091336	20169730	456568	17056063	47851	422890	265624	6605671	54477							
E36	Codebook-size scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	16	512	transformer_BERT_base_int8_noTiling_4D_CB_16_SVE_512.o	run_20260513_223253	/home/thu/gem5/output/run_20260513_223253/stats_20260513_223253.txt	7	final_total	6	final_total	total_program	50.518555	20943676535	24558616980	202074219860	2287521772	2178287247	109234525	3445200866	1355141763	2787896910	1897522	1056251349	899221679	1529580545	33973703	0.103643	9.648460	0.393341873437	0.000680628467	0.851333046676	0.022211123900	0.365752
