exp_id	study	model	d_q	d_seq	d_model	num_head	d_ff	implementation	n_learners	codebook_size	sve_bits	executable	gem5_timestamp	stats_file	row_index	row_kind	dump_index	checkpoint	interval	sim_seconds	instructions	ops	cpu_cycles	memory_references	load_instructions	store_instructions	dcache_demand_accesses	dcache_demand_misses	icache_demand_accesses	icache_demand_misses	l2_demand_accesses	l2_demand_misses	committed_branches	branch_mispredictions	ipc	cpi	dcache_demand_miss_rate	icache_demand_miss_rate	l2_demand_miss_rate	branch_misprediction_rate	btb_hit_ratio
E18	Learner scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	8	128	transformer_BERT_base_int8_noTiling_4D_CB_8_SVE_128.o	run_20260513_215450	/home/thu/gem5/output/run_20260513_215450/stats_20260513_215450.txt	1	interval_delta	1	after_mha	MHA	18.615935	14513442493	17846990057	74463741456	2069959796	1992323028	77636768	2074152947	664334464	1985144235	707254	346414747	212795821	659768473	5280326							
E18	Learner scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	8	128	transformer_BERT_base_int8_noTiling_4D_CB_8_SVE_128.o	run_20260513_215450	/home/thu/gem5/output/run_20260513_215450/stats_20260513_215450.txt	2	interval_delta	2	after_projection	Projection	5.976851	4265817611	4903277128	23907403716	382593295	375495931	7097364	383890136	151557380	516295550	274194	78448627	74555410	173882388	611756							
E18	Learner scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	8	128	transformer_BERT_base_int8_noTiling_4D_CB_8_SVE_128.o	run_20260513_215450	/home/thu/gem5/output/run_20260513_215450/stats_20260513_215450.txt	3	interval_delta	3	after_attn_addnorm	non_GEMM_after_projection	0.019181	38696385	41149164	76722468	14080207	9219513	4860694	13979303	160572	10823019	43599	198250	126177	4220344	45819							
E18	Learner scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	8	128	transformer_BERT_base_int8_noTiling_4D_CB_8_SVE_128.o	run_20260513_215450	/home/thu/gem5/output/run_20260513_215450/stats_20260513_215450.txt	4	interval_delta	4	after_ff1	FF1	23.910255	17028450551	19574550844	95641018988	1518219173	1494554834	23664339	1523758444	605079549	2051156030	937794	312839614	298608443	689067312	2261178							
E18	Learner scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	8	128	transformer_BERT_base_int8_noTiling_4D_CB_8_SVE_128.o	run_20260513_215450	/home/thu/gem5/output/run_20260513_215450/stats_20260513_215450.txt	5	interval_delta	5	after_ff2	FF2	24.531765	16979319057	19528730574	98127061880	1509105471	1494963147	14142324	1509042541	610491385	2031816986	858116	318209766	309370820	679878697	1041206							
E18	Learner scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	8	128	transformer_BERT_base_int8_noTiling_4D_CB_8_SVE_128.o	run_20260513_215450	/home/thu/gem5/output/run_20260513_215450/stats_20260513_215450.txt	6	interval_delta	6	final_total	non_GEMM_after_ff2	0.033802	60000843	62775725	135205872	20181177	13093605	7087572	20027713	452034	17083349	48484	442780	267574	6539784	54218							
E18	Learner scaling	BERT-base	64	512	768	12	3072	Codebook SIMD int8	4	8	128	transformer_BERT_base_int8_noTiling_4D_CB_8_SVE_128.o	run_20260513_215450	/home/thu/gem5/output/run_20260513_215450/stats_20260513_215450.txt	7	final_total	6	final_total	total_program	73.087789	52885726940	61957473492	292351154380	5514139119	5379650058	134489061	5524851084	2032075384	6612319169	2869441	1056553784	895724245	2213356998	9294503	0.180898	5.527978	0.367806363123	0.000433953795	0.847779127352	0.004199278746	0.780603
