exp_id	study	model	d_q	d_seq	d_model	num_head	d_ff	implementation	n_learners	codebook_size	sve_bits	executable	gem5_timestamp	stats_file	row_index	row_kind	dump_index	checkpoint	interval	sim_seconds	instructions	ops	cpu_cycles	memory_references	load_instructions	store_instructions	dcache_demand_accesses	dcache_demand_misses	icache_demand_accesses	icache_demand_misses	l2_demand_accesses	l2_demand_misses	committed_branches	branch_mispredictions	ipc	cpi	dcache_demand_miss_rate	icache_demand_miss_rate	l2_demand_miss_rate	branch_misprediction_rate	btb_hit_ratio
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	1	interval_delta	1	after_mha	MHA	1.512452	784533136	1011266383	6049808808	166019325	146209489	19809836	247492734	100511168	148128728	153391	62541789	19235108	61345159	1080445							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	2	interval_delta	2	after_projection	Projection	0.472564	196265088	226441664	1890253300	19926817	18247323	1679494	36963185	13117506	30961041	58405	8779221	6806284	14931752	322757							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	3	interval_delta	3	after_attn_addnorm	non_GEMM_after_projection	0.007068	13953644	14957030	28275300	5058358	3274474	1783884	5029895	68207	3918422	38640	103340	45972	1615585	39603							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	4	interval_delta	4	after_ff1	FF1	1.908425	777230137	897387700	7633699448	77410110	71428211	5981899	145683292	52014718	121010391	121345	35290752	27563607	58025768	1175683							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	5	interval_delta	5	after_ff2	FF2	2.142841	756427390	876031188	8571362560	73698044	70731106	2966938	141971840	51123242	116714917	126221	34838855	32124590	55609667	1302753							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	6	interval_delta	6	final_total	non_GEMM_after_ff2	0.009845	20607275	21689879	39379420	6968879	4503363	2465516	6939090	163920	6335737	40812	174906	61851	2299298	44895							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	7	final_total	6	final_total	total_program	6.053195	2549016670	3047773844	24212778836	349081533	314393966	34687567	584080036	216998761	427069236	538814	141728863	85837412	193827229	3966136	0.105276	9.49887	0.371522304522	0.001261654913	0.605645245316	0.020462223086	0.41693
