exp_id	study	model	d_q	d_seq	d_model	num_head	d_ff	implementation	n_learners	codebook_size	sve_bits	executable	gem5_timestamp	stats_file	row_index	row_kind	dump_index	checkpoint	interval	sim_seconds	instructions	ops	cpu_cycles	memory_references	load_instructions	store_instructions	dcache_demand_accesses	dcache_demand_misses	icache_demand_accesses	icache_demand_misses	l2_demand_accesses	l2_demand_misses	committed_branches	branch_mispredictions	ipc	cpi	dcache_demand_miss_rate	icache_demand_miss_rate	l2_demand_miss_rate	branch_misprediction_rate	btb_hit_ratio
E27	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	256	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_256.o	run_20260503_231444	/home/thu/gem5/output/run_20260503_231444/stats_20260503_231444.txt	4	interval_delta	4	after_ff1	FF1	1.863092	668782180	788906716	7452369084	77692899	71579610	6113289	78302280	68512454	97305128	121103	35269961	27531515	41365820	128037							
E27	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	256	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_256.o	run_20260503_231444	/home/thu/gem5/output/run_20260503_231444/stats_20260503_231444.txt	5	interval_delta	5	after_ff2	FF2	2.091175	648060394	767630560	8364697776	74075908	70978071	3097837	74064524	51093656	92234175	124599	34813709	32084138	38944047	124648							
E27	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	256	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_256.o	run_20260503_231444	/home/thu/gem5/output/run_20260503_231444/stats_20260503_231444.txt	6	interval_delta	6	final_total	non_GEMM_after_ff2	0.009748	20432296	21495195	38993652	6918255	4467376	2450879	6892308	159979	6296551	40974	179594	62192	2267895	44770							
E27	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	256	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_256.o	run_20260503_231444	/home/thu/gem5/output/run_20260503_231444/stats_20260503_231444.txt	7	final_total	6	final_total	total_program	6.037972	2346405327	2954093014	24151888056	411136625	375031859	36104766	448129684	239820584	392171774	539238	141764105	85772332	153193301	695829	0.097152	10.293144	0.535158889408	0.001375004617	0.6050356118	0.004542163368	0.761249
E28	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	256	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_256.o	run_20260503_231527	/home/thu/gem5/output/run_20260503_231527/stats_20260503_231527.txt	1	interval_delta	1	after_mha	MHA	1.710332	1058604522	1394454343	6841327456	228327337	207318276	21009061	280277178	96462647	179464686	164959	62624271	19310787	72505133	302045							
E28	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	256	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_256.o	run_20260503_231527	/home/thu/gem5/output/run_20260503_231527/stats_20260503_231527.txt	2	interval_delta	2	after_projection	Projection	0.490092	246730498	276916632	1960369244	20367547	18616253	1751294	29015980	13124872	29468820	61849	8784441	6790329	15528215	62580							
E28	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	256	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_256.o	run_20260503_231527	/home/thu/gem5/output/run_20260503_231527/stats_20260503_231527.txt	3	interval_delta	3	after_attn_addnorm	non_GEMM_after_projection	0.00703	13938762	14938670	28119364	5052787	3271541	1781246	5024014	67851	3909959	37478	101642	45541	1612592	38836							
E28	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	256	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_256.o	run_20260503_231527	/home/thu/gem5/output/run_20260503_231527/stats_20260503_231527.txt	4	interval_delta	4	after_ff1	FF1	1.97924	978441896	1098624954	7916958440	78853791	72693933	6159858	113571782	52010495	114709408	133158	35300520	27507460	60298023	130802							
E28	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	256	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_256.o	run_20260503_231527	/home/thu/gem5/output/run_20260503_231527/stats_20260503_231527.txt	5	interval_delta	5	after_ff2	FF2	2.228292	957759030	1077390671	8913167972	75247591	72097628	3149963	109936187	51125477	110837391	139046	34848814	32166590	57885997	259306							
E28	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	256	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_256.o	run_20260503_231527	/home/thu/gem5/output/run_20260503_231527/stats_20260503_231527.txt	6	interval_delta	6	final_total	non_GEMM_after_ff2	0.009808	20605410	21680196	39233120	6964497	4496909	2467588	6926093	163088	6334132	39603	172924	61686	2300536	43609							
