exp_id	study	model	d_q	d_seq	d_model	num_head	d_ff	implementation	n_learners	codebook_size	sve_bits	executable	gem5_timestamp	stats_file	row_index	row_kind	dump_index	checkpoint	interval	sim_seconds	instructions	ops	cpu_cycles	memory_references	load_instructions	store_instructions	dcache_demand_accesses	dcache_demand_misses	icache_demand_accesses	icache_demand_misses	l2_demand_accesses	l2_demand_misses	committed_branches	branch_mispredictions	ipc	cpi	dcache_demand_miss_rate	icache_demand_miss_rate	l2_demand_miss_rate	branch_misprediction_rate	btb_hit_ratio
E28	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	256	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_256.o	run_20260503_231527	/home/thu/gem5/output/run_20260503_231527/stats_20260503_231527.txt	7	final_total	6	final_total	total_program	6.424794	3276080118	3884005466	25699175596	414813550	378494540	36319010	544751234	212954430	444724396	576093	141832612	85882393	210130496	837178	0.127478	7.844489	0.390920509599	0.001295393293	0.60551936391	0.003984086156	0.452587
E29	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	512	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_512.o	run_20260503_231613	/home/thu/gem5/output/run_20260503_231613/stats_20260503_231613.txt	1	interval_delta	1	after_mha	MHA	1.446505	507816886	690474306	5786018668	140374146	120598408	19775738	191954441	96130760	107153290	155583	62364516	18990065	41629413	687145							
E29	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	512	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_512.o	run_20260503_231613	/home/thu/gem5/output/run_20260503_231613/stats_20260503_231613.txt	2	interval_delta	2	after_projection	Projection	0.261117	103679692	119096644	1044469664	11255211	9641914	1613297	11387154	8884466	17163082	53842	8729105	6793229	8295508	187604							
E29	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	512	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_512.o	run_20260503_231613	/home/thu/gem5/output/run_20260503_231613/stats_20260503_231613.txt	3	interval_delta	3	after_attn_addnorm	non_GEMM_after_projection	0.00695	13756715	14743199	27798704	5003512	3240225	1763287	4979119	65482	3859072	38917	101058	44872	1578199	40001							
E29	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	512	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_512.o	run_20260503_231613	/home/thu/gem5/output/run_20260503_231613/stats_20260503_231613.txt	4	interval_delta	4	after_ff1	FF1	1.046001	407499891	468670117	4184006276	42891710	37111556	5780154	43502829	35161853	65982398	104331	35192622	27641146	31602416	634245							
E29	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	512	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_512.o	run_20260503_231613	/home/thu/gem5/output/run_20260503_231613/stats_20260503_231613.txt	5	interval_delta	5	after_ff2	FF2	2.014328	387415000	448227424	8057310232	39471802	36567603	2904199	73146244	59489513	61242882	124390	34821152	32131850	29311950	642636							
E29	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	512	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_512.o	run_20260503_231613	/home/thu/gem5/output/run_20260503_231613/stats_20260503_231613.txt	6	interval_delta	6	final_total	non_GEMM_after_ff2	0.009665	20403816	21467375	38661032	6911134	4467875	2443259	6885219	160348	6274460	40496	171336	60492	2260407	44783							
E29	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	4	512	transformer_BERT_mini_int8_noTiling_4D_CB_4_SVE_512.o	run_20260503_231613	/home/thu/gem5/output/run_20260503_231613/stats_20260503_231613.txt	7	final_total	6	final_total	total_program	4.784566	1440572000	1762679065	19138264576	245907515	211627581	34279934	331855006	199892422	261675184	517559	141379789	85661654	114677893	2236414	0.075272	13.285184	0.602348671516	0.001977868104	0.60589745257	0.019501701169	0.465154
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	1	interval_delta	1	after_mha	MHA	1.512452	784533136	1011266383	6049808808	166019325	146209489	19809836	247492734	100511168	148128728	153391	62541789	19235108	61345159	1080445							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	2	interval_delta	2	after_projection	Projection	0.472564	196265088	226441664	1890253300	19926817	18247323	1679494	36963185	13117506	30961041	58405	8779221	6806284	14931752	322757							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	3	interval_delta	3	after_attn_addnorm	non_GEMM_after_projection	0.007068	13953644	14957030	28275300	5058358	3274474	1783884	5029895	68207	3918422	38640	103340	45972	1615585	39603							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	4	interval_delta	4	after_ff1	FF1	1.908425	777230137	897387700	7633699448	77410110	71428211	5981899	145683292	52014718	121010391	121345	35290752	27563607	58025768	1175683							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	5	interval_delta	5	after_ff2	FF2	2.142841	756427390	876031188	8571362560	73698044	70731106	2966938	141971840	51123242	116714917	126221	34838855	32124590	55609667	1302753							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	6	interval_delta	6	final_total	non_GEMM_after_ff2	0.009845	20607275	21689879	39379420	6968879	4503363	2465516	6939090	163920	6335737	40812	174906	61851	2299298	44895							
E30	Codebook-size scaling	BERT-mini	64	512	256	4	1024	Codebook SIMD int8	4	16	512	transformer_BERT_mini_int8_noTiling_4D_CB_16_SVE_512.o	run_20260503_231638	/home/thu/gem5/output/run_20260503_231638/stats_20260503_231638.txt	7	final_total	6	final_total	total_program	6.053195	2549016670	3047773844	24212778836	349081533	314393966	34687567	584080036	216998761	427069236	538814	141728863	85837412	193827229	3966136	0.105276	9.49887	0.371522304522	0.001261654913	0.605645245316	0.020462223086	0.41693
